Ortschaftsname,PLZ,Zusatzziffer,Gemeindename,BFS-Nr,Kantonskürzel,E,N,Sprache
Fescoggia,6938,1,Alto Malcantone,5237,TI,711353.226500335,99794.2985210363,it
Mugena,6939,1,Alto Malcantone,5237,TI,712358.230751373,100728.880001069,it
Arosio,6939,2,Alto Malcantone,5237,TI,713126.130141161,100636.753770835,it
Rivera,6802,0,Monteceneri,5238,TI,714934.808511638,109093.43791718,it
Camignolo,6803,0,Monteceneri,5238,TI,715954.631521682,107173.664271295,it
Bironico,6804,0,Monteceneri,5238,TI,715520.919226757,108004.75839917,it
Sigirino,6806,0,Monteceneri,5238,TI,714143.353333847,104299.083918498,it
Medeglia,6809,0,Monteceneri,5238,TI,718334.501355574,108266.761454369,it
Castelrotto,6980,0,Tresa,5239,TI,708395.331757393,94443.7520890722,it
Ponte Tresa,6988,0,Tresa,5239,TI,710045.372780895,91890.5151236833,it
Purasca,6989,0,Tresa,5239,TI,709355.476270816,93111.2530527513,it
Madonna del Piano,6995,2,Tresa,5239,TI,708106.276733628,93899.8114700722,it
Sessa,6997,0,Tresa,5239,TI,706922.556526109,95094.8147918205,it
Monteggio,6998,1,Tresa,5239,TI,706538.88171436,94767.2463152461,it
Maroggia,6817,0,Val Mara,5240,TI,718671.971833236,88272.5362681572,it
Melano,6818,0,Val Mara,5240,TI,720081.274731716,86460.5251226609,it
Rovio,6821,0,Val Mara,5240,TI,720111.762079764,88002.3735444747,it
Capolago,6825,0,Val Mara,5240,TI,722548.254803346,87500.1567494147,it
Balerna,6828,0,Balerna,5242,TI,721915.837484954,78769.5168400621,it
Chiasso,6830,0,Balerna,5242,TI,722462.2428459,77099.4557420485,it
Capolago,6825,0,Castel San Pietro,5249,TI,722573.272122615,87512.120214065,it
Mendrisio,6850,0,Castel San Pietro,5249,TI,720259.541678639,79841.3861126419,it
Somazzo,6872,1,Castel San Pietro,5249,TI,722576.580979106,84042.8450985704,it
Corteglia,6873,0,Castel San Pietro,5249,TI,720778.153246314,80067.9908580465,it
Castel San Pietro,6874,0,Castel San Pietro,5249,TI,722033.019822205,79895.9756012372,it
Monte,6875,0,Castel San Pietro,5249,TI,723395.560296009,82367.5366206649,it
Casima,6875,2,Castel San Pietro,5249,TI,724079.28114748,83375.4432258854,it
Campora,6875,3,Castel San Pietro,5249,TI,723035.690272016,81603.0266334613,it
Coldrerio,6877,0,Castel San Pietro,5249,TI,720223.552357857,79755.4308066563,it
Chiasso,6830,0,Chiasso,5250,TI,723408.600953749,77165.3697830429,it
Pedrinate,6832,0,Chiasso,5250,TI,722198.71882337,76213.6680882902,it
Seseglio,6832,1,Chiasso,5250,TI,721284.737944311,76228.8575837798,it
Balerna,6828,0,Coldrerio,5251,TI,721196.330766297,79104.5349482529,it
Coldrerio,6877,0,Coldrerio,5251,TI,720183.898100685,79171.2138519975,it
Capolago,6825,0,Mendrisio,5254,TI,719677.983869727,84834.1552642875,it
Mendrisio,6850,0,Mendrisio,5254,TI,720404.377490617,81095.2894042743,it
Genestrerio,6852,0,Mendrisio,5254,TI,718207.290814399,79397.744154247,it
Ligornetto,6853,0,Mendrisio,5254,TI,717639.098714468,80152.8851302416,it
Stabio,6855,0,Mendrisio,5254,TI,717057.490073607,78031.9016010769,it
Rancate,6862,0,Mendrisio,5254,TI,718840.495234615,81130.6907471804,it
Besazio,6863,0,Mendrisio,5254,TI,717499.253364008,81312.1085780282,it
Arzo,6864,0,Mendrisio,5254,TI,716669.150252513,81617.7155137305,it
Tremona,6865,0,Mendrisio,5254,TI,718005.552530791,82173.8488887872,it
Meride,6866,0,Mendrisio,5254,TI,717523.321940943,83216.0162353596,it
Salorino,6872,0,Mendrisio,5254,TI,720660.87581361,81415.3208119381,it
Somazzo,6872,1,Mendrisio,5254,TI,720681.080164261,81924.9085593233,it
Castel San Pietro,6874,0,Mendrisio,5254,TI,720553.862781321,80821.033856043,it
Morbio Inferiore,6834,0,Morbio Inferiore,5257,TI,722590.161612976,79232.5888158904,it
Novazzano,6883,0,Novazzano,5260,TI,719857.094924442,77838.9524210198,it
Riva San Vitale,6826,0,Riva San Vitale,5263,TI,718809.213711157,85073.2801585271,it
Ligornetto,6853,0,Stabio,5266,TI,716515.796369731,80211.1974821109,it
S. Pietro,6854,0,Stabio,5266,TI,716276.791996633,79733.6508249703,it
Stabio,6855,0,Stabio,5266,TI,716513.965265295,78791.774777315,it
Vacallo,6833,0,Vacallo,5268,TI,724008.676222976,78597.4157198904,it
Morbio Superiore,6835,0,Breggia,5269,TI,722872.99601535,80109.7749622152,it
Caneggio,6837,0,Breggia,5269,TI,723707.314758069,81365.8149657902,it
Bruzella,6837,2,Breggia,5269,TI,724169.64338878,82467.8967795594,it
Muggio,6838,0,Breggia,5269,TI,724518.075213631,84678.8214859422,it
Cabbio,6838,2,Breggia,5269,TI,724809.086669116,84203.5685414315,it
Sagno,6839,0,Breggia,5269,TI,724466.481253387,79659.2363030944,it
Biasca,6710,0,Biasca,5281,TI,718022.384727932,135457.199270374,it
Pollegio,6742,0,Biasca,5281,TI,716929.043458785,135340.364351333,it
Prosito,6526,0,Riviera,5287,TI,719066.870187013,126528.081857271,it
Lodrino,6527,0,Riviera,5287,TI,718582.299077066,128957.978798204,it
Osogna,6703,0,Riviera,5287,TI,719271.937741502,130273.693501211,it
Cresciano,6705,0,Riviera,5287,TI,720681.600875756,126689.36647267,it
Iragna,6707,0,Riviera,5287,TI,717677.513933842,132095.007270183,it
Bosco/Gurin,6685,0,Bosco/Gurin,5304,TI,681098.968282643,130028.120687918,de
Niva (Vallemaggia),6683,2,Campo (Vallemaggia),5307,TI,684179.214541873,127222.94542284,it
Campo (Vallemaggia),6684,0,Campo (Vallemaggia),5307,TI,681519.394108654,126949.565062426,it
Cimalmotto,6684,1,Campo (Vallemaggia),5307,TI,680953.605592806,126313.840925251,it
Cerentino,6683,0,Cerentino,5309,TI,685435.199804821,128852.924828704,it
Cevio,6675,0,Cevio,5310,TI,689586.088272386,130115.443223683,it
Bignasco,6676,0,Cevio,5310,TI,690117.627880418,132578.993229494,it
Cavergno,6690,0,Cevio,5310,TI,689956.436598676,133256.645586538,it
S. Carlo (Val Bavona),6690,1,Cevio,5310,TI,683743.982971431,140296.342933071,it
Linescio,6682,0,Linescio,5315,TI,688163.087896229,129172.187258316,it
Maggia,6673,0,Maggia,5317,TI,697917.548383109,122496.762161552,it
Someo,6674,0,Maggia,5317,TI,694591.245428821,126832.360059265,it
Riveo,6674,2,Maggia,5317,TI,692232.049026318,127933.79307526,it
Aurigeno,6677,1,Maggia,5317,TI,698281.836641983,120722.458120526,it
Moghegno,6677,2,Maggia,5317,TI,697712.189708154,121748.89356137,it
Giumaglio,6678,0,Maggia,5317,TI,695863.103215499,125513.474587652,it
Lodano,6678,2,Maggia,5317,TI,696079.764515546,123670.138616529,it
Coglio,6678,3,Maggia,5317,TI,696015.058968342,124943.434336108,it
Menzonio,6692,0,Lavizzara,5323,TI,692527.418966316,135133.44187737,it
Brontallo,6692,1,Lavizzara,5323,TI,691579.437223933,134489.037813393,it
Broglio,6693,0,Lavizzara,5323,TI,694050.625689782,136911.917829653,it
Prato-Sornico,6694,0,Lavizzara,5323,TI,693488.921493965,139072.671856519,it
Peccia,6695,0,Lavizzara,5323,TI,692995.798276528,140259.382859192,it
Piano di Peccia,6695,1,Lavizzara,5323,TI,689927.464234955,140943.279618045,it
Fusio,6696,0,Lavizzara,5323,TI,693855.424561687,144490.345833034,it
Avegno,6670,0,Avegno Gordevio,5324,TI,700892.462124761,118055.022800569,it
Gordevio,6672,0,Avegno Gordevio,5324,TI,700261.198855449,120170.554154452,it
Medeglia,6809,0,Comunanza Cadenazzo/Monteceneri,5391,TI,725167.300720726,111202.579077608,it
Tegna,6652,0,Terre di Pedemonte,5396,TI,700807.72957412,115805.003010898,it
Verscio,6653,0,Terre di Pedemonte,5396,TI,699864.052763827,115620.158771172,it
Cavigliano,6654,0,Terre di Pedemonte,5396,TI,698858.652288658,115637.343426553,it
Intragna,6655,0,Centovalli,5397,TI,697409.572813362,114771.07780688,it
Verdasio,6655,2,Centovalli,5397,TI,692490.879295272,113294.104802447,it
Rasa,6655,3,Centovalli,5397,TI,693930.772573506,112348.599445386,it
Golino,6656,0,Centovalli,5397,TI,698486.785194781,114992.207649334,it
Palagnedra,6657,0,Centovalli,5397,TI,692206.37934916,112111.314658685,it
Borgnone,6658,0,Centovalli,5397,TI,690949.883821254,112734.780315773,it
Camedo,6659,0,Centovalli,5397,TI,690373.731518081,112257.11362502,it
Moneto,6659,9,Centovalli,5397,TI,691329.614495249,111689.708411219,it
Indemini,6571,0,Gambarogno,5398,TI,707304.425429224,105721.127541167,it
Quartino,6572,0,Gambarogno,5398,TI,712516.366577242,112300.934067335,it
Magadino,6573,0,Gambarogno,5398,TI,709565.791109054,111671.792372629,it
Vira (Gambarogno),6574,0,Gambarogno,5398,TI,708355.023966853,111302.422103063,it
S. Nazzaro,6575,0,Gambarogno,5398,TI,705486.696622098,109887.7858331,it
Vairano,6575,1,Gambarogno,5398,TI,706015.737072216,109882.54668199,it
Gerra (Gambarogno),6576,0,Gambarogno,5398,TI,704089.130360816,108845.683758118,it
Ranzo,6577,0,Gambarogno,5398,TI,703419.106997613,108165.441042805,it
Caviano,6578,0,Gambarogno,5398,TI,702657.203135987,107054.090741846,it
Piazzogna,6579,0,Gambarogno,5398,TI,707130.150135556,110239.273653595,it
Cadenazzo,6593,0,Gambarogno,5398,TI,715653.343144533,111549.168434839,it
Contone,6594,0,Gambarogno,5398,TI,715119.612048403,111825.149030703,it
Corippo,6631,0,Verzasca,5399,TI,708166.346861809,121447.556930238,it
Vogorno,6632,0,Verzasca,5399,TI,709558.924500318,120011.605751531,it
Lavertezzo,6633,0,Verzasca,5399,TI,707743.219641421,123824.027764035,it
Brione (Verzasca),6634,0,Verzasca,5399,TI,704144.992611395,128159.28564012,it
Gerra (Verzasca),6635,0,Verzasca,5399,TI,704727.870485426,130630.772856971,it
Frasco,6636,0,Verzasca,5399,TI,704970.179284092,133005.487096756,it
Sonogno,6637,0,Verzasca,5399,TI,703724.115217345,134050.926323928,it
Aigle,1860,0,Aigle,5401,VD,563720.162532358,129651.487914601,fr
Le Sépey,1863,0,Aigle,5401,VD,568545.341523827,131955.457967297,fr
Bex,1880,0,Bex,5402,VD,567132.294094352,122287.685525089,fr
Frenières-sur-Bex,1880,2,Bex,5402,VD,571687.070263151,123407.739686038,fr
Fenalet-sur-Bex,1880,3,Bex,5402,VD,568325.941105664,124589.313113844,fr
Les Plans-sur-Bex,1880,4,Bex,5402,VD,573369.431648586,122882.946787918,fr
Les Posses-sur-Bex,1880,5,Bex,5402,VD,569887.099720822,124426.521337782,fr
Gryon,1882,0,Bex,5402,VD,577918.144795254,125798.112128305,fr
Chessel,1846,0,Chessel,5403,VD,558094.960963562,133279.258190627,fr
Corbeyrier,1856,0,Corbeyrier,5404,VD,563345.613613944,133318.121283938,fr
Frenières-sur-Bex,1880,2,Gryon,5405,VD,570951.657972284,124092.140833207,fr
Les Posses-sur-Bex,1880,5,Gryon,5405,VD,570675.461313481,124095.718417128,fr
Gryon,1882,0,Gryon,5405,VD,571030.195068692,124743.636038608,fr
Lavey-Village,1892,0,Lavey-Morcles,5406,VD,567636.910148417,118753.413521427,fr
Lavey-les-Bains,1892,1,Lavey-Morcles,5406,VD,567536.90281132,117097.161689513,fr
Morcles,1892,2,Lavey-Morcles,5406,VD,568967.804591429,117584.049702084,fr
Leysin,1854,0,Leysin,5407,VD,567194.48104772,132338.940148141,fr
Noville,1845,0,Noville,5408,VD,558452.356474699,136759.759864633,fr
Aigle,1860,0,Ollon,5409,VD,564215.794080061,127964.279829889,fr
La Forclaz VD,1866,0,Ollon,5409,VD,569189.043318111,131844.014855738,fr
Ollon VD,1867,0,Ollon,5409,VD,565778.954984837,127399.593449565,fr
St-Triphon,1867,2,Ollon,5409,VD,564540.027873244,126912.650770354,fr
Panex,1867,3,Ollon,5409,VD,567309.393939232,128957.608979391,fr
Villars-sur-Ollon,1884,0,Ollon,5409,VD,570547.433868179,127426.815011331,fr
Arveyes,1884,2,Ollon,5409,VD,571014.583603953,126448.342807869,fr
Huémoz,1884,3,Ollon,5409,VD,568283.909565956,126742.295955498,fr
Chesières,1885,0,Ollon,5409,VD,569556.703787513,127837.39677845,fr
La Lécherette,1660,4,Ormont-Dessous,5410,VD,570434.29846287,139756.717703783,fr
Corbeyrier,1856,0,Ormont-Dessous,5410,VD,568056.179490013,138721.016855405,fr
Les Mosses,1862,0,Ormont-Dessous,5410,VD,574097.566535879,138578.031888619,fr
La Comballaz,1862,2,Ormont-Dessous,5410,VD,572201.468763391,136264.821074177,fr
Le Sépey,1863,0,Ormont-Dessous,5410,VD,570220.875505371,134560.647336226,fr
La Forclaz VD,1866,0,Ormont-Dessous,5410,VD,571492.224976349,133418.343595249,fr
Vers-l'Eglise,1864,0,Ormont-Dessus,5411,VD,576371.467087864,133632.447790128,fr
Les Diablerets,1865,0,Ormont-Dessus,5411,VD,578332.448173478,133190.628840827,fr
La Forclaz VD,1866,0,Ormont-Dessus,5411,VD,573401.932902562,133680.288579324,fr
Rennaz,1847,0,Rennaz,5412,VD,559990.030828741,136191.846870237,fr
Roche VD,1852,0,Roche (VD),5413,VD,560887.801015381,134603.540539665,fr
Villeneuve VD,1844,0,Villeneuve (VD),5414,VD,560508.86226944,138450.945238256,fr
Yvorne,1853,0,Yvorne,5415,VD,563208.927649734,131168.138040633,fr
Aubonne,1170,0,Aubonne,5422,VD,519663.379281909,150026.124264158,fr
Bougy-Villars,1172,0,Aubonne,5422,VD,516523.938040854,148818.102191428,fr
Montherod,1174,0,Aubonne,5422,VD,517642.73504753,150282.467829138,fr
Pizy,1174,2,Aubonne,5422,VD,516251.102279591,149762.537885147,fr
Ballens,1144,0,Ballens,5423,VD,518364.000535802,156488.611982637,fr
Berolle,1149,0,Berolle,5424,VD,515496.483343128,156921.153373775,fr
Bière,1145,0,Bière,5425,VD,515220.720377002,154694.714080658,fr
Berolle,1149,0,Bière,5425,VD,515101.131573652,156318.628715487,fr
Bougy-Villars,1172,0,Bougy-Villars,5426,VD,516712.598337346,148089.865791363,fr
Perroy,1166,0,Féchy,5427,VD,518449.314697981,146828.108539197,fr
Féchy,1173,0,Féchy,5427,VD,517932.05521365,148320.838058,fr
Gimel,1188,0,Gimel,5428,VD,513356.697577876,151383.473426887,fr
Longirod,1261,35,Longirod,5429,VD,509396.040988793,149958.881518294,fr
Marchissy,1261,32,Marchissy,5430,VD,508529.812097528,149129.142802577,fr
Mollens VD,1146,0,Mollens (VD),5431,VD,517562.92525425,159080.883385513,fr
St-George,1188,2,Saint-George,5434,VD,509744.064450713,152167.269898096,fr
Bière,1145,0,Saint-Livres,5435,VD,517470.993564567,153337.388577961,fr
St-Livres,1176,0,Saint-Livres,5435,VD,519259.800120104,151214.614713874,fr
St-Oyens,1187,0,Saint-Oyens,5436,VD,513292.456794087,150348.296205498,fr
Saubraz,1189,0,Saubraz,5437,VD,514947.036498133,152041.672056834,fr
Domdidier,1564,0,Avenches,5451,VD,567436.889280353,191713.450674773,fr
Avenches,1580,0,Avenches,5451,VD,569660.048659513,192202.49349351,fr
Oleyres,1580,2,Avenches,5451,VD,569453.170931936,189199.852138717,fr
Donatyre,1580,3,Avenches,5451,VD,570982.838681467,191796.372200243,fr
Misery,1721,1,Avenches,5451,VD,570633.223565433,189627.882531968,fr
Cudrefin,1588,0,Cudrefin,5456,VD,568105.570199593,200552.238897091,fr
Faoug,1595,0,Faoug,5458,VD,572479.204510873,195357.947485779,fr
Villars-le-Grand,1584,0,Vully-les-Lacs,5464,VD,565818.390432064,195030.639084234,fr
Salavaux,1585,0,Vully-les-Lacs,5464,VD,568334.477339957,196284.023487495,fr
Bellerive VD,1585,2,Vully-les-Lacs,5464,VD,568365.761797277,197141.071706665,fr
Cotterd,1585,3,Vully-les-Lacs,5464,VD,568552.680798684,196805.524302955,fr
Vallamand,1586,0,Vully-les-Lacs,5464,VD,569542.205809283,197929.968699526,fr
Montmagny,1587,0,Vully-les-Lacs,5464,VD,567308.565975747,197386.940692852,fr
Constantine,1587,1,Vully-les-Lacs,5464,VD,567510.204512382,196500.548776484,fr
Chabrey,1589,0,Vully-les-Lacs,5464,VD,565179.03309582,197427.303082519,fr
Mur (Vully) VD,1787,2,Vully-les-Lacs,5464,VD,571170.817032291,199389.563044625,fr
Bettens,1042,4,Bettens,5471,VD,534037.156203773,164195.004484011,fr
Daillens,1306,0,Bettens,5471,VD,532845.303350965,163426.871967838,fr
Bournens,1035,0,Bournens,5472,VD,532970.568660191,161768.728626045,fr
Boussens,1034,0,Boussens,5473,VD,534426.708518061,161745.368371664,fr
Chavannes-le-Veyron,1148,7,La Chaux (Cossonay),5474,VD,524917.082707639,162432.444191777,fr
La Chaux (Cossonay),1308,0,La Chaux (Cossonay),5474,VD,526028.206269282,163428.331207903,fr
Chevilly,1316,0,La Chaux (Cossonay),5474,VD,525731.480325535,165246.64074343,fr
Chavannes-le-Veyron,1148,7,Chavannes-le-Veyron,5475,VD,524360.170291304,162104.573301493,fr
Chevilly,1316,0,Chevilly,5476,VD,526372.816677709,166130.264585731,fr
Cossonay-Ville,1304,0,Cossonay,5477,VD,528821.796841588,162973.222216423,fr
Allens,1304,3,Cossonay,5477,VD,528831.865976979,161405.578996594,fr
Cuarnens,1148,4,Cuarnens,5479,VD,523393.425034299,164270.250549395,fr
Daillens,1306,0,Daillens,5480,VD,531843.373078952,163636.52654146,fr
Dizy,1304,2,Dizy,5481,VD,527842.739537212,165361.356815158,fr
Eclépens,1312,0,Eclépens,5482,VD,530117.07315893,167211.204845409,fr
Ferreyres,1313,0,Ferreyres,5483,VD,527045.697009463,167904.294318424,fr
Gollion,1124,0,Gollion,5484,VD,528704.004203616,159753.298976255,fr
Grancy,1117,0,Grancy,5485,VD,525322.742053717,160514.977714256,fr
L'Isle,1148,0,L'Isle,5486,VD,521454.655643826,163474.131864631,fr
Villars-Bozon,1148,3,L'Isle,5486,VD,520984.048664044,162219.727711243,fr
La Coudre,1148,9,L'Isle,5486,VD,520691.509367453,165837.368445978,fr
Lussery-Villars,1307,0,Lussery-Villars,5487,VD,530114.527403578,165035.248441829,fr
Mauraz,1148,2,Mauraz,5488,VD,522151.15572352,162058.619600858,fr
Mex VD,1031,0,Mex (VD),5489,VD,532057.834826088,158853.680507412,fr
Moiry VD,1148,8,Moiry,5490,VD,524596.469046992,166840.28314239,fr
Mont-la-Ville,1148,5,Mont-la-Ville,5491,VD,521166.27772149,166591.537632443,fr
Vaulion,1325,0,Mont-la-Ville,5491,VD,518011.206972314,168460.48260573,fr
Montricher,1147,0,Montricher,5492,VD,518651.881602722,161650.019282812,fr
Orny,1317,0,Orny,5493,VD,530129.35296447,168972.033459229,fr
Bavois,1372,0,Orny,5493,VD,531978.772061355,168496.512390751,fr
Penthalaz,1305,0,Penthalaz,5495,VD,530344.23184571,162960.627868829,fr
Penthaz,1303,0,Penthaz,5496,VD,531056.558598872,161402.449018819,fr
Pompaples,1318,0,Pompaples,5497,VD,529027.629958303,168758.97120842,fr
La Sarraz,1315,0,La Sarraz,5498,VD,529267.039787151,168006.634801042,fr
Senarclens,1304,4,Senarclens,5499,VD,527237.780508776,161501.256168645,fr
Sullens,1036,0,Sullens,5501,VD,533210.353980354,160708.490405295,fr
Mex VD,1031,0,Vufflens-la-Ville,5503,VD,531861.905547008,157491.168525051,fr
Vufflens-la-Ville,1302,0,Vufflens-la-Ville,5503,VD,531029.349389869,158806.044459877,fr
Assens,1042,0,Assens,5511,VD,537490.979455036,162692.58126042,fr
Bioley-Orjulaz,1042,3,Assens,5511,VD,535568.054876267,163745.510577429,fr
Bercher,1038,0,Bercher,5512,VD,544152.302737406,171475.564182643,fr
Bottens,1041,33,Bottens,5514,VD,540323.018193131,163555.36713989,fr
Bretigny-sur-Morrens,1053,2,Bretigny-sur-Morrens,5515,VD,538997.43934257,161035.075432484,fr
Cugy VD,1053,0,Cugy (VD),5516,VD,538877.848219663,159530.438963513,fr
Echallens,1040,0,Echallens,5518,VD,538398.984982651,165819.434282093,fr
Essertines-sur-Yverdon,1417,0,Essertines-sur-Yverdon,5520,VD,538786.372304885,174440.681417039,fr
Epautheyres,1417,2,Essertines-sur-Yverdon,5520,VD,539209.151317215,176788.336459,fr
Etagnières,1037,0,Etagnières,5521,VD,536657.417113912,161315.651969694,fr
Fey,1044,0,Fey,5522,VD,542048.622885454,169709.341690397,fr
Froideville,1055,0,Froideville,5523,VD,541930.25391431,161449.192706018,fr
Morrens VD,1054,0,Morrens (VD),5527,VD,537772.732401413,160313.659770805,fr
Oulens-sous-Echallens,1377,0,Oulens-sous-Echallens,5529,VD,534134.219772732,166176.541719133,fr
Pailly,1416,0,Pailly,5530,VD,541401.99657648,172297.733098384,fr
Penthéréaz,1375,0,Penthéréaz,5531,VD,536109.871601217,170426.288530326,fr
Poliez-Pittet,1041,32,Poliez-Pittet,5533,VD,542093.073236842,164314.011202295,fr
Rueyres,1046,0,Rueyres,5534,VD,542881.966117714,171631.398983702,fr
St-Barthélemy VD,1040,3,Saint-Barthélemy (VD),5535,VD,535380.300134358,165104.539705706,fr
Villars-le-Terroir,1040,2,Villars-le-Terroir,5537,VD,538799.892946112,167704.157763652,fr
Vuarrens,1418,0,Vuarrens,5539,VD,539536.189748529,170974.139608864,fr
Dommartin,1041,21,Montilliez,5540,VD,543665.049470647,166823.472643463,fr
Naz,1041,26,Montilliez,5540,VD,543112.460458238,167716.984782632,fr
Poliez-le-Grand,1041,31,Montilliez,5540,VD,540669.043158316,165570.786887354,fr
Sugnens,1043,0,Montilliez,5540,VD,541235.30975987,167423.32366956,fr
Goumoens-la-Ville,1376,0,Goumoëns,5541,VD,536047.172942795,167770.864358108,fr
Eclagnens,1376,2,Goumoëns,5541,VD,535145.793213613,167044.927153787,fr
Goumoens-le-Jux,1376,3,Goumoëns,5541,VD,534862.381343225,168654.797447722,fr
Fontanezier,1423,2,Bonvillars,5551,VD,541044.152090882,190665.591997741,fr
Bonvillars,1427,0,Bonvillars,5551,VD,541550.876462644,187935.167806968,fr
Les Rasses,1452,0,Bullet,5552,VD,531450.046134125,186847.278536673,fr
Bullet,1453,0,Bullet,5552,VD,532569.57278747,186973.362836203,fr
Champagne,1424,0,Champagne,5553,VD,540452.639376387,186891.064658698,fr
Concise,1426,0,Concise,5554,VD,545204.588562703,189003.706862915,fr
Vaumarcus,2028,0,Concise,5554,VD,547330.046279695,191179.851637189,fr
Corcelles-près-Concise,1426,1,Corcelles-près-Concise,5555,VD,544234.897404486,188700.82415261,fr
Fiez,1420,0,Fiez,5556,VD,537812.849521557,186453.98311035,fr
Bullet,1453,0,Fiez,5556,VD,532166.934111672,190703.009657608,fr
Fontaines-sur-Grandson,1421,0,Fontaines-sur-Grandson,5557,VD,537495.730930818,187459.014183803,fr
Mauborget,1453,2,Fontaines-sur-Grandson,5557,VD,534960.364351624,191587.456494961,fr
Giez,1429,0,Giez,5559,VD,537243.920794885,184598.03217741,fr
Grandevent,1421,2,Grandevent,5560,VD,536511.242637253,187816.759881077,fr
Bullet,1453,0,Grandevent,5560,VD,535342.423629736,188631.529807636,fr
Mauborget,1453,2,Grandevent,5560,VD,535264.941685907,189409.872243454,fr
Grandson,1422,0,Grandson,5561,VD,539316.531669753,184437.85984595,fr
Mauborget,1453,2,Mauborget,5562,VD,537328.223978506,189732.221958142,fr
Mutrux,1428,2,Mutrux,5563,VD,545795.71690642,192689.964060645,fr
Novalles,1431,2,Novalles,5564,VD,535697.779265661,186708.356326486,fr
Onnens VD,1425,0,Onnens (VD),5565,VD,542596.226910273,187763.275471037,fr
Provence,1428,1,Provence,5566,VD,545709.705818752,193456.314283862,fr
Couvet,2108,0,Provence,5566,VD,540794.244492483,195556.650208746,fr
Vuiteboeuf,1445,0,Sainte-Croix,5568,VD,532187.756821069,184946.786374521,fr
Ste-Croix,1450,0,Sainte-Croix,5568,VD,528604.294789783,186215.025490152,fr
La Sagne (Ste-Croix),1450,2,Sainte-Croix,5568,VD,528173.591181715,185287.763210093,fr
Le Château-de-Ste-Croix,1450,3,Sainte-Croix,5568,VD,530973.200355449,185629.713674126,fr
Les Rasses,1452,0,Sainte-Croix,5568,VD,530435.215914778,186994.326871744,fr
L'Auberson,1454,0,Sainte-Croix,5568,VD,525548.041521087,185670.597661283,fr
La Vraconnaz,1454,2,Sainte-Croix,5568,VD,527074.538743721,188287.377711866,fr
Villars-Burquin,1423,0,Tévenon,5571,VD,537962.93307391,188710.406204464,fr
Fontanezier,1423,2,Tévenon,5571,VD,540114.03812704,189491.184589547,fr
Romairon,1423,3,Tévenon,5571,VD,539238.893660354,189154.805181752,fr
Vaugondry,1423,4,Tévenon,5571,VD,538846.224019394,188678.900281514,fr
Mauborget,1453,2,Tévenon,5571,VD,537998.713021739,192343.253449637,fr
Belmont-sur-Lausanne,1092,0,Belmont-sur-Lausanne,5581,VD,541817.802055542,152372.128626513,fr
Cheseaux-sur-Lausanne,1033,0,Cheseaux-sur-Lausanne,5582,VD,536109.741346043,159629.35156266,fr
Crissier,1023,0,Crissier,5583,VD,534060.970930999,156460.24560233,fr
Cheseaux-sur-Lausanne,1033,0,Crissier,5583,VD,534051.105184112,158392.690602577,fr
Epalinges,1066,0,Epalinges,5584,VD,541326.521539898,155248.96029663,fr
Jouxtens-Mézery,1008,2,Jouxtens-Mézery,5585,VD,535509.076327037,156070.642898572,fr
Lausanne 25,1000,25,Lausanne,5586,VD,542094.893821442,157051.966552458,fr
Lausanne 26,1000,26,Lausanne,5586,VD,543068.115264822,156403.041234522,fr
Lausanne 27,1000,27,Lausanne,5586,VD,541921.140311677,154775.30964104,fr
Lausanne,1003,0,Lausanne,5586,VD,537956.775120862,152398.286938073,fr
Lausanne,1004,0,Lausanne,5586,VD,537089.812062057,153349.564821275,fr
Lausanne,1005,0,Lausanne,5586,VD,538907.741431109,152372.378259404,fr
Lausanne,1006,0,Lausanne,5586,VD,538486.482817545,151415.51608933,fr
Lausanne,1007,0,Lausanne,5586,VD,536358.784363954,152151.569479698,fr
Lausanne,1010,0,Lausanne,5586,VD,540185.766688039,154169.831541437,fr
Lausanne,1011,0,Lausanne,5586,VD,538936.276551609,153097.277328267,fr
Lausanne,1012,0,Lausanne,5586,VD,540022.280436904,153074.21590937,fr
Lausanne,1018,0,Lausanne,5586,VD,537865.288590187,154484.636457236,fr
Crissier,1023,0,Lausanne,5586,VD,534771.49882275,156567.820227474,fr
Romanel-sur-Lausanne,1032,0,Lausanne,5586,VD,536571.347029951,158065.374275099,fr
Cheseaux-sur-Lausanne,1033,0,Lausanne,5586,VD,535876.423316713,158669.058859016,fr
Le Mont-sur-Lausanne,1052,0,Lausanne,5586,VD,541036.27724793,158005.229660257,fr
Cugy VD,1053,0,Lausanne,5586,VD,540673.677699578,160145.871782226,fr
Le Mont-sur-Lausanne,1052,0,Le Mont-sur-Lausanne,5587,VD,538460.120798882,156483.623469058,fr
Paudex,1094,0,Paudex,5588,VD,541183.045010328,150804.355638794,fr
Lutry,1095,0,Paudex,5588,VD,541428.837186244,151088.134038845,fr
Prilly,1008,0,Prilly,5589,VD,536259.181694711,154013.575663331,fr
Pully,1009,0,Pully,5590,VD,540390.056296327,151170.887941277,fr
Les Monts-de-Pully,1068,0,Pully,5590,VD,542059.395995105,153932.315603284,fr
Prilly,1008,0,Renens (VD),5591,VD,535633.732667109,153352.294429675,fr
Renens VD,1020,0,Renens (VD),5591,VD,534951.678824012,154300.149555714,fr
Romanel-sur-Lausanne,1032,0,Romanel-sur-Lausanne,5592,VD,536169.272847475,157218.396769778,fr
